VALUE,label_id,label
"Saudara yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Setiap kita adalah orang yang percaya pada Kristus. Iman membuat kita mengaku Yesus sebagai Tuhan dan Juruselamat dunia ini. Hanya oleh kasih karunia Allah kita diselamatkan melalui pengampunan dosa dan kesalahan kita Tapi, apakah kita sungguh-sungguh hidup dalam terang kasih Allah yang menuntun kita pada jalan yang benar, atau justru sebaliknya kita masih hidup di dalam kegelapan? Dalam pemberitaan Yesus tentang diri-Nya sebagai Mesias yang menderita, Yesus menawarkan tapi sekaligus menantang para pendengar-Nya untuk mengambil keputusan. Keputusan mengikut Yesus dan hidup di dalam Terang atau sebaliknya menolak Yesus dan tetap hidup di dalam kegelapan.",3,Sermon
"Percaya pada Kristus, berarti hidup dalam terang yang menuntun pada jalan kebenaran dan keselamatan (Yoh.12:35-36). Tapi percaya saja tidak cukup, sebab hidup kita harus mengalami pembaharuan sebagai tanda bahwa kita tidak lagi hidup dalam kegelapan, melainkan di dalam terang. Artinya, pertobatan haruslah diiringi dengan perubahan; iman harus nyata melalui perbuatan; mengaku pengikut Kristus berarti harus meneladan pada hidup Kristus; Hidup di dalam kasih Allah, itu berarti hidup dalam pengampunan dan pengasihan. Dan hal itu berarti, gereja harus menyuarakan kasih, pengampunan dan pemulihan Allah dalam hidup manusia. Bukan sebaliknya, dosa, hukuman, penghakiman dan ketakutan. Sebab kasih Allah telah melampaui penghukuman, sehingga melalui kasih-Nya, setiap kita kini beroleh kehidupan. Amin",3,Sermon
[MG],1,Announcement
"Virus Corona yang pertama kali ditemukan di Wuhan, Hubei, China pada desember 2019. Karena penyebaran yang begitu cepat dan meluas, pada awal maret 2020 telah dinyatakan sebagai pandemi.  Tentu saja bukan hanya virusnya coronanya saja yang bersifat pandemic, melainkan juga dampak dan akibat yang ditimbulkan. Tidak ada satupun bidang kehidupan yang steril dari dampak virus corona.  Bukan hanya penderitaan karena sakit penyakit itu sendiri melainkan juga penderitaan yang meliputi semua aspek kehidupan. Baik itu penderitaan ekonomi, politik, social dan budaya.",3,Sermon
"Situasi kehidupan dalam penderitaan inilah yang kemudian mengubah pandangan hidup/perilaku seseorang terhadap diri sendiri, Tuhan dan sesamanya. Penyebaran yang terus meluas dan meningkat sampai saat ini (saat bahan ini dibuat), belum ditemukannya antivirus membuat kita bertanya: Apakah pembatasan sosial (sosial distancing) dan kenormalan baru (new normal) yang diterapkan tidak mampu menghentikan laju penyebaran covid-19? Nampaknya diperlukan perubahan tata nilai yang baru menjiwai penerapan dari pembatasan sosial dan kenormalan yang baru.",3,Sermon
"Sebagaimana Kristus yang memaknai kemesiasannya bukan sebagai mesias pembebas semata, tetapi lebih dari itu mesias yang berani menderita bahkan sampai mati di kayu salib agar kemudian, melalui kehidupan dan kebangkitan-Nya, manusia beroleh keselamatan secara utuh. Di bumi dan di sorga. Melalui permenungan dari firman Tuhan pada Minggu prapaska keenam ini, kita akan menggumulkan hidup berdama Dia, Mesias yang berani menderita.",3,Sermon
TAFSIR LEKSIONARIS,3,Sermon
Yesaya 50:4-9a,3,Sermon
"Yesaya 50:4-9a merupakan bagian kedua dari kitab nabi Yesaya (40-55), yang secara umum berisi kabar baik bagi umat Allah di Pembuangan. Kabar baik itu sendiri terdiri dari 2 hal: Pertama, Babel dikalahkan dan umat Allah dibebaskan (Yesaya 40:1-48:22). Kedua, Yerusalem akan dipulihkan/dibangun kembali. (Yesaya 49:1-55:13).  Dalam kerangka pembebasan dan pemulihan umat Tuhan itulah, syair hamba Tuhan ditempatkan. Berbeda dengan gambaran Hamba Tuhan dalam Yesaya (40:1-9; 49:1-6) sebagai yang mempersiapkan jalan dan hamba Tuhan dalam Yesaya 52:13-53:12 sebagai hamba yang menderita, Yesaya 50:4-9a menggambarkan hamba Tuhan sebagai seorang murid, yang tujuannya adalah memberikan semangat yang baru kepada orang yang letih lesu dengan perkataan-perkataannya. Untuk tujuan yang demikian, seorang murid harus memiliki kemampuan: 1). Mendengar (ayat 4b-5a).  2). Taat (ayat 5b) 3). Berani menderita dan berkorban (ayat 6) 4). Percaya kepada pertolongan Allah. (ayat 7-9a).",3,Sermon
"Mazmur 118:1-2, 19-29",3,Sermon
"Mazmur ini merupakan nyanyian liturgis yang dilantunkan di dalam Bait Suci pada saat Bangsa Israel merayakan Paska.  Sebagai nyanyian liturgis, Mazmur 118:1-2, 19-29 lebih bersifat responsoria. (saling menanggapi/bersahut-sahutan) antara umat dan Imam (petugas liturgis), yang bertujuan untuk saling meneguhkan dan menguatkan (memberkati) keyakinan akan Allah Sang Pembebas; Juru Selamat. Nyanyian ini berisi ungkapan syukur akan kebaikan dan kasih setia Allah dalam kehidupan umat. Israel yang nota bene sebagai batu yang telah dibuang oleh tukang bangunan, oleh Allah diubah menjadi batu penjuru/pojok.  Batu yang menjadi dasar/pijakan susunan batu-batu lainnya.  Dan semuanya ada di pihak Allah sebagai karunia yang senantiasa diwujudkan dan disyukuri.",3,Sermon
Filipi 2:5-11,3,Sermon
"Secara umum surat Filipi bertujuan memperkuat komitmen jemaat di Filipi untuk melayani Tuhan dan sesama. Dan itu berarti segala sesuatu yang memperlemah komitmen pelayanan bersama, seperti misalnya perselisihan, kesombongan, kesesatan dan pementingan diri sendiri tidak boleh terjadi/ada di antara mereka.  Caranya adalah   dengan menaruh pikiran dan perasaan yang terdapat di dalam Kristus, yakni, pertama Kerendahan hati-Nya; yang walaupun dalam rupa Allah, tidak menganggap kesetaraan dengan Allah itu sebagai milik yang harus dipertahankan, melainkan telah mengosongkan diri-Nya sendiri, dan mengambil rupa seorang hamba, dan menjadi sama dengan manusia. Kedua, ketaatan-Nya; Dan dalam keadaan sebagai manusia, Ia telah merendahkan diri-Nya dan taat sampai mati, bahkan sampai mati di kayu salib. Di dalam kerendahan dan ketaatan-Nya itulah keberadaan-Nya sebagai Tuhan beroleh pengakuan.",3,Sermon
Markus 11:1-11,3,Sermon
"Peristiwa masuknya Tuhan Yesus ke Yerusalem dengan mengendarai seekor keledai yang disambut teriakan penyambutan, ""Hosana bagi anak Daud, diberkatilah Dia yang datang yang datang dalam nama Tuhan, hosana di tempat yang maha tinggi"" terdapat dalam ke empat injil. Bahkan Lembaga Alkitab Indonesiapun memberikan tafsiran yang sama terhadap peristiwa masuknya Tuhan Yesus ke Yerusalem dengan judul ""Yesus dielu-elukan di Yerusalem."" Suasana yang dibangun adalah suka cita dan kegirangan karena datangnya seorang raja pembebas (mesias) yang diproyeksikan dalam diri Tuhan Yesus.  Suasana sukacita dan kegembiraan itu semakin terlihat pada saat khalayak menyambut kedatangan ""Sang Raja"" dengan hamparan pakaian/kain dan ranting-ranting pohon.  Hanya injil Yohanes saja yang secara definitif menyebutkan bahwa ranting-ranting yang dimaksud adalah daun Palem, yang daripadanya kemudian nama kalender liturgi memasuki pra paska VI ini dinamakan Minggu Palem/Palma. Meskipun ada sukacita dan kegembiraan (yang nantinya secara kontradiktif berubah menjadi teriakan penuh kebencian dan kemarahan dengan teriakan ""salibkan Dia, salibkan Dia"", Minggu Palma juga memberikan pesan kerendahhatian dan kedamaian dengan dipilihnya keledai sebagai tunggangan raja.",3,Sermon
"Tanpa bermaksud mengecilkan pesan ""kerendahhatian"" dan juga ""kedamaian"" yang selama ini dihayati umat, masuknya Tuhan Yesus ke Yerusalem juga sering disebut-sebut sebagai Minggu Sengsara. Mengapa? Sebab pada saat itulah, predikat Tuhan Yesus sebagai Anak Domba Paska ""yang menghapus dosa dunia"" mulai dijalankan. Kedatangannya ke Yerusalem bukan hanya untuk merayakan Paska melainkan menjadi Paska itu sendiri melalui penyaliban, kematian dan juga kebangkitan-Nya. Kedatangannya ke Yerusalem dengan menaiki keledai menjadi wujud ketaatan-Nya kepada rencana kasih Allah, yang sudah dinubuatkan nabi Zakaria sebelumnya (Zakaria 9:9). Dengan demikian untuk menjadi manusia Paska, dibutuhkan ketaatan dan kerelaan/keberanian untuk menderita/ berkorban.",3,Sermon
INTI PEWARTAAN,3,Sermon
Penderitaan selamanya akan menjadi penderitaan apabila satu dengan yang lain saling menyalahkan dan mengalahkan. Dibutuhkan keberanian untuk hidup di dalam penderitaan dan mengubahnya menjadi kehidupan/harapan. Salib menjadi Paska; kematian menjadi kebangkitan.,3,Sermon
BERITA YANG MAU DISAMPAIKAN,3,Sermon
"Menjadi Manusia Paska; mengubah kematian menjadi kebangkitan (hidup) diperlukan keberanian untuk menderita.  Dan itu hanya bisa dilalukan bila di dalamnya ada ketaatan. Sementara ketaatan itu tumbuh dari pengenalan akan Tuhan. Dan itu memerlukan komitmen untuk senantiasa mendengar suara Tuhan dan belajar menemukan kehendak-Nya di dalam kehidupan. Yakni bahwa Tuhan itu baik, bahwasanya untuk selama-lamanya kasih setia-Nya.",3,Sermon
KHOTBAH JANGKEP,3,Sermon
"""Berani Menderita""",3,Sermon
"Jemaat yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Penyebarluasan covid-19 yang semakin meningkat dari waktu ke waktu, membuat kita bertanya: Mengapa pembatasan sosial (social distancing) dan adaptasi kenormalan yang baru (new normal) yang sudah diberlakukan di Indonesia, tidak dapat memutus rantai penularan covid-19?",3,Sermon
"Jawaban sederhana yang dapat diberikan terhadap pertanyaan di atas adalah dikarenakan belum adanya kepatuhan masyarakat terhadap regulasi yang diterapkan pemerintah. Rendahnya kepatuhan terhadap regulasi pemerintah ini bukan semata-mata persoalan ""sulit diatur/sakarepé dhéwé"" atau ""Ndableg"".  Tetapi menyangkut juga perombakan tata nilai kehidupan. Bagi masyarakat komunal dengan mottonya ""mangan ora mangan anggeré kumpul"", keterasingan dan keterpisahan (isolasi dan karantina) merupakan penderitaan. Bagi masyarakat yang menjunjung tinggi bakti kepada orang tua dengan ""mikul dhuwur mendem jero"" tidak sowan orang tua saat hari raya (dilarang bepergian jauh) adalah dosa. Tidak ""mbancaki"" orang tua yang meninggal adalah keliru. Melacak riwayat kontak pasien covid-19 adalah tabu.  Tidak saling mengenal dan tidak bertegur sapa karena menggunakan masker adalah tidak sopan. Tata nilai seperti inilah yang kemudian menyulitkan pemberlakukan pembatasan sosial dan kenormalan yang baru. Agar pembatasan sosial dan kenormalan baru dapat diterapkan, diperlukan perubahan tata nilai kehidupan.",3,Sermon
"Jemaat yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Demikian halnya dengan pemahaman mesianik yang dipahami oleh bangsa Yahudi pada waktu. Mesias dipahami sebagai manusia super yang mampu membebaskan umat dari penjajahan bangsa Romawi. Dialah yang akan mengembalikan supremasi hukum Allah, secara murni dan konsekwen sebagaimana terjadi pada masa Kerajaan Daud. Wajar bila teriakan sambutan yang digemakan pada saat Tuhan Yesus memasuki Yerusalem adalah ""Hosana"" yang berarti ""Tuhan, selamatkanlah kami.  ""Diberkatilah Dia yang datang dalam nama Tuhan, diberkatilah Kerajaan yang datang, Kerajaan bapak kita Daud, hosana di tempat yang maha tinggi!"" (Markus 11:9-10) Alih-alih menyetujui dan mengiyakan harapan mesianis tersebut, Kedatangan Tuhan Yesus, ke Yerusalem, menjelang paska, dengan mengendarai seekor keledai muda, menyiratkan bahwa 1). kehadiran-Nya penuh dengan kelemahlembutan dan damai. Jauh dari kesan konflik dan konfrontatif. 2). Dengan seekor keledai muda yang digunakan untuk mengangkat beban, menyiratkan bahwa beban dunia- (baca: dosa) - yang saat ini dipikul dan tanggungnya. 3). Beban dosa itulah yang akan ""dilarung, diruwat"" dalam diri-Nya sebagai Anak Domba Paska, yang dikorbankan untuk menghapus dosa dunia. Yakni melalui sengsara dan kematian-Nya di dalam salib. Salib yang mengubah kematian menjadi kehidupan; mengubah ketakutan menjadi keberanian; mengubah keputusasaan menjadi harapan; mengubah penderitaan menjadi keselamatan. Berani menderita adalah keniscayaan mewujudkan salib.",3,Sermon
"Jemaat yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Sayangnya, perubahan tata nilai yang baru berkaitan dengan mesias, tidak begitu saja diterima. Penderitaan yang berkepanjangan, ketidakberdayaan dan keputusasaan yang sedemikian hebat, menghalangi mereka untuk dapat menghayati panggilan mesianik Tuhan Yesus sebagai anak domba Allah yang menghapus dosa dunia. Yang mereka perlukan hanyalah tindakan seketika, dari seorang manusia super, yang membebaskan dan mendirikan kerajaan baru bagi Israel. Sama halnya dengan vaksin covid-19, yang diharapkan dapat menjadi kunci dan jawaban penderitaan dunia saat ini.",3,Sermon
"Jemaat yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Sungguhkah dengan ditemukannya vaksin covid-19, dunia bisa diselamatkan? Ditengah kontroversi plus minus vaksinasi masal covid-19, perubahan/perkembangan (mutasi) virus yang terus terjadi, kecil kemungkinan vaksinasi menjadi kunci jawabannya. Satu-satunya hal bisa diharapkan dan dilakukan adalah memutus rantai penyebaran virus covid-19 dan variannya. Yakni dengan pembatasan jarak sosial dan kenormalan yang baru.   Ya, kenormalan baru yang sejujurnya memaksa setiap hidup dengan paradigma dan perilaku yang baru. Inilah penderitaan. Inilah salib.",3,Sermon
"Jemaat yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Persoalannya adalah bagaimana kita bisa menjalankan kenormalan yang baru, sebagaimana Kristus menjalankan kemesiasan yang baru dalam penderitaan dan salib?",3,Sermon
Menjadi hamba yang belajar.  (Yesaya 50:4-9a),3,Sermon
"Tidak semua orang siap dan dapat hidup dengan kenormalan yang baru. Hanya mereka yang mau belajar dan berusaha dengan sungguh-sungguh dapat melakukan. Di sinilah ketrampilan mendengar (membaca) sangat diperlukan. Terlebih ditengah derasnya informasi yang berkembang seputar covid-19, perlu memilih dan memilah informasi yang baik, factual dan akurat. Setelah menemukan belajarlah untuk mengaplikasikan (menaati) apa-apa yang berguna untuk memutus dan menghentikan penyebarannya. Meskipun diperlukan perjuangan dan keteladanan, yakinlah bahwa pengorbanan itu tidak akan sia-sia sebab Tuhan Allah kita adalah penolong.",3,Sermon
"Menggalang kebersamaan. (Mazmur 118:1-2, 19-29 & Fil. 2:5-11)",3,Sermon
"Betapapun kita adalah batu yang dibuang oleh tukang bangunan dan telah menjadi batu penjuru, sendirian saja tidak akan memungkinkan terwujudnya sebuah bangunan. Oleh sebab itu kebersamaan dalam saling mewujudkan berkat Tuhan/keselamatan sebagaimana diungkapkan oleh mazmur 118:26, ""Diberkatilah dia yang datang dalam nama TUHAN! Kami memberkati kamu dari dalam rumah TUHAN."" Sangat diperlukan. Itulah sebabnya Paulus menasehatkan jemaat Filipi untuk tidak terpecah dan terbelah, melainkan menaruh pikiran dan perasaan yang terdapat juga dalam Kristus Yesus. (Fil. 2:5) yakni melalui kerendahan dan ketaatan-Nya, menjalankan misi penyelamatan dunia melalui penderitaan salib.",3,Sermon
Berani menderita. (Markus 11:1-11),3,Sermon
"Sebagaimana kristus yang tidak hanya mengubah paradigma baru tentang kemesiasan-Nya melalui ajaran yang disampaikan, melainkan dengan penuh ketaatan mewujudkan kemesiasan yang baru melalui penderitaan yang ditanggungkan kepada-Nya, untuk menyelamatkan dunia. Demikian halnya dengan khotbah ""berani menderita"" bukanlah berhenti dengan dengan teori dan ajaran tentang keberanian untuk menderita saja, melainkan bagaimana kita dengan setia mewujudkan penderitaan itu di dalam kehidupan secara nyata. Yakni dengan menerapkan pembatasan sosial dan kenormalan baru setegas-tegasnya.",3,Sermon
"Jemaat yang dikasihi dan mengasihi Tuhan,",3,Sermon
"Minggu Palma yang boleh kita hayati dan rayakan bersama menjadi pengingat betapa keberanian Kristus untuk menderita di kayu salib menjadi keniscayaan bagi penyelamatan dunia.  Melalui penderitaan dan kematian-Nya, Yesus telah menjadi manusia paska. Yang mengubah kematian menjadi hidup, keputusasaan menjadi pengharapan, ketakutan menjadi keberanian, penderitaan menjadi keselamatan. Demikian halnya dengan kita, untuk dapat menjadi Manusia Paska, diperlukan keberanian menderita. Bukan saja menderita karena penerapan jaga jarak sosial maupun kenormalan yang baru tetapi juga menderita karena pola hidup yang menempatkan keselamatan bersama, di atas nilai sopan santun, bakti dan hormat terhadap sesama. Hanya dengan keberanian menderita seperti inilah rantai penularan covid-19 dapat diputuskan. Sebagaimana Kristus yang rela menderita dan mati, agar supaya manusia beroleh hidup di dalam keselamatan secara utuh. Beranikah kita menderita dalam penerapan protocol penanggulangan covid-19? Selamat memasuki Minggu Sengsara! Tuhan memberkati. Amin!",3,Sermon
[AJ],3,Sermon
"Tiada pengalaman yang lebih menakutkan selain berhadapan dengan maut. Itulah mengapa ketika manusia manusia akan menghadapi kematian dipenuhi rasa takut dan kesedihan. Setiap orang yang mendapat kesempatan terakhir di dunia cenderung selalu mementingkan diri sendiri. Sebab kematian menjadi sebuah puncak kehilangan dan babak akhir dari kehidupan. Kematian juga menjadi sebuah misteri, baik misteri kapan berakhirnya kehidupan kita, maupun bagaimana kehidupan kita setelah kematian.",3,Sermon
"Sejatinya kematian adalah gambaran dari kegelapan. Sebab seperti hidup dalam kegelapan, kita tidak berdaya, tidak tahu arah, tidak dapat melakukan yang benar dan dalam ketidakpastian. Kegelapan dan kematian sesungguhnya adalah cerminan kehidupan tanpa Allah. Sejatinya manusia 'gelap' dan 'mati' ketika hidup di luar Allah.",3,Sermon
"Kita akan melihat realitas yang berbeda dengan pengalaman Yesus. Di bawah bayang-bayang kematian, Yesus tidak mementingkan dirinya. Bahkan ketika dikelilingi oleh pengkhianatan (Yudas), penyangkalan (Petrus) dan sifat pengecut para murid-Nya sekalipun, Yesus mengungkapkan kasih-Nya dengan sebuah tindakan dramatis, yaitu membasuh kaki para murid-Nya. Sebab Yesus menunjukkan penderitaan dan kematian sekalipun bukanlah sebuah tragedi semata, melainkan bagian kemuliaan-Nya sebagai Juru Selamat dunia.",3,Sermon
"Dalam situasi dimuliakan, Yesus justru merendahkan diri sedalam-dalamnya. Melalui pembasuhan kaki dalam perayaan Kamis Putih kita mendapatkan teladan dan pengajaran, dalam situasi menderita dan dalam bayang-bayang maut sekalipun, kemuliaan kasih tidak dapat dipadamkan. Barangsiapa yang hidup rendah hati dan melayani tidak perlu takut akan kehilangan apa pun. Bahkan orang yang hidup untuk melakukan perkerjaan mulia Allah, tidak perlu takut akan kematian.",3,Sermon
TAFSIR LEKSIONARIS,3,Sermon
Keluaran 12: 1-14,3,Sermon
"Bagian ini menjelaskan makna Paska yang pertama kali dirayakan oleh umat Israel. Kata Paska memiliki akar kata 'psh' dalam rumpun bahasa Semit (termasuk bahasa Arab, Ugarit dan Ibrani) yang berarti 'berjalan melewati'. Bagi umat Israel, Paska menjadi bagian begitu penting karena mengenang kejadian sejarah ketika Tuhan 'berjalan melewati' (menyelamatkan) mereka dari perbudakan di Mesir.",3,Sermon
"Perayaan Paska pertama dilakukan sebelum tulah terakhir, yaitu tulah kesepuluh dijatuhkan, di mana Tuhan membinasakan anak sulung dari setiap keluarga bangsa Mesir. Umat Israel harus melakukan beberapa ritual. Sesuai petunjuk di ayat 3-11, mereka harus mempersiapkan diri untuk perayaan Paska di keluarga masing-masing dan mempersiapkan diri untuk segera melakukan sebuah perjalanan. Pertama-tama dilakukan pengorbanan domba yang darahnya ditorehkan pada ambang pintu setiap rumah keluarga Israel. Darah tersebut menjadi tanda bahwa rumah orang Israel diluputkan dari tulah tersebut, dan tulah hanya akan menimpa bagi bangsa Mesir (Ayat 7, 12-13).",3,Sermon
"Kemudian ritual dilanjutkan dengan Perjamuan Paska, di mana daging domba yang dikorbankan tersebut dipanggang dan dimakan dengan roti tidak beragi dan sayur-sayuran pahit. Bangsa Israel harus memakannya dengan berpakaian lengkap untuk berpergian. Hal ini menunjukkan ketergesaan dan kesiapan untuk meninggalkan Mesir.",3,Sermon
"Apa yang mereka lakukan itu kelak akan dilakukan berulang sebagai peringatan atas apa yang Allah akan segera lakukan di hari terakhir itu (ayat 14), yaitu bagaimana Tuhan menghukum bangsa Mesir dengan cara membinasakan anak-anak sulung keluarga Mesir (ayat 12). Jadi perayaan Paska mengingatkan akan kebebasan sebagai karya anugerah Allah sekaligus mengenang kedahsyatan Tuhan mengalahkan musuh.",3,Sermon
"Peristiwa Paska bagi iman Kristen adalah sebuah 'bayangan' dimana penggenapannya dipenuhi dengan kehadiran Yesus Kristus sebagai domba Paska sejati yang menebus dan membebaskan manusia dari keterikatan dosa. Perjamuan Kudus dilakukan berakar dari Perjamuan Paska umat Israel, bukan sekadar pembebasan dari penjajahan bangsa Mesir, melainkan keselamatan bagi umat manusia. Tuhan Yesus bertindak membebaskan umat-Nya dengan menebus dan mengalahkan musuh utama (dosa dan maut) melalui kematian-Nya di kayu salib.",3,Sermon
"Mazmur 116: 1,2; 12-19",3,Sermon
"Mazmur ini adalah pengucapan syukur. Pemazmur menunjukkan kepada kita bahwa pengalaman lepas dari maut oleh pertologan Tuhan membuat dirinya semakin mengenal Allah dan semakin bergantung kepada-Nya.  ""Ia mendengarkan suaraku dan permohonanku"" (ayat 1) dan ""Ia menyendengkan telinga-Nya kepadaku"" (ayat 2), adalah cerminan suasana pemazmur yang di dalam kesesakan memohon belas kasih Allah, dan Allah telah mendengarkan dia, memperhatikan pergumulannya dan memberi pertolongan kepadanya.",3,Sermon
"Karena itu pemazmur bertekad untuk mengabdikan diri sepenuhnya kepada Allah dalam kalimat pembukanya. Pertama, aku mengasihi Tuhan. Begitu besar belas kasih pertolongan Allah terhadapnya maka sudah sewajarnya menuntut dirinya lebih mengasihi Allah dan berpuas diri di dalam Tuhan. Kedua, aku akan berseru kepada-Nya seumur hidupku. Kebaikan Allah yang setia mendengar dan menjawab doa mengajarkan dirinya untuk menjadikan doa nafas kehidupan yang selalu dilakukan setiap hari sampai hari terakhir dirinya hidup.",3,Sermon
"Pertolongan Tuhan bagi pemazmur mendorongnya untuk bertekad membalas kebaikan Tuhan (ayat 12). Apa yang hendak dia lakukan? Pertama, ia hendak menyatakan kebaikan Tuhan di hadapan umat Tuhan (ayat 13). Mengangkat piala keselamatan Tuhan berarti menyaksikan karya penyelamatan-Nya. Piala keselamatan ini bermakna sebagai pembebasan. Sebab segala penderitaan yang dialami akan membawa kesudahannya menjadi keselamatan bagi dirinya. Kedua, pemazmur hendak mempersembahkan kurban syukur kepada Tuhan (ayat 17). Artinya pemazmur menyatakan syukur dalam ibadah dan persembahan sesuai Hukum Taurat. Ketiga, pemazmur hendak membayar nazar yang ditetapkannya (ayat 18). Pemazmur mengajak supaya kebaikan Allah membuat kita lebih berkomitmen, tidak boleh melupakan janji dalam diri kita dan mengikat diri kepada Tuhan.",3,Sermon
"Dari pengalaman iman pemazmur bersama Allah ini, kita dapat mengambil pelajaran bahwa Allah pasti mempertahankan milik kepunyaan-Nya. Hidup adalah anugerah-Nya, dan Ia tidak pernah meninggalkan perbuatan tangan-Nya. Maka dalam kesesakan Ia mendengar dan bertindak, ia membebaskan dan menyelamatkan umat-Nya. Karena itu sudah selayaknya kita terus belajar menghayati kehadiran Allah dalam berbagai pergumulan hidup kita dan bertekad untuk senantiasa hidup mengabdi sebagai hambaNya, yaitu semakin mengasihi-Nya seumur hidup.",3,Sermon
Pertolongan terbesar yang Allah lakukan dalam hidup kita adalah membebaskan kita dari belenggu dosa dan maut oleh kasih karunia Tuhan Yesus Kristus. Maka perikop ini mengundang kita untuk mengangkat piala keselamatan bersama umat-Nya dan berseru menyatakan kasihNya kepada dunia.,3,Sermon
I Korintus 11:23-26,3,Sermon
"Perjamuan Kudus memilih makna kasih Allah yang begitu dalam yang dinyatakan oleh Tuhan Yesus kepada umat manusia. Namun sayangnya di jemaat Korintus perjamuan kudus kehilangan muatan kasihnya. Dua hal yag dicela oleh Paulus. Pertama, jemaat Korintus sejatinya tidak menunjukkan hakikat hidup dalam persekutuan, karena betapa pun mereka berkumpul bersama, terjadi perpecahan di antara mereka. Hal ini sudah disinggung Paulus pada bagian permulaan surat Korintus ini. Kedua, jemaat Korintus memperlakukan Perjamuan Kudus dengan tidak hormat. Seperti orang rakus, mereka makan minum seperti orang kelaparan dan kehausan sampai mabuk. Sedangkan mengabaikan mereka yang berkekurangan. Tentu saja Paulus mencela hal tersebut dan memandangnya sebagai tindakan yang merendahkan Allah serta tidak peka terhadap orang yang miskin dan lemah.",3,Sermon
"Untuk meluruskan segala kesalahan ini, Rasul Paulus menjelaskan makna Perjamuan Kudus, dengan harapan dapat memperbaiki segala penyelewengan yang telah terjadi. Rasul Paulus memang tidak berada di antara para rasul pasa saat perjamuan itu pertama kali ditetapkan. Tetapi ia menjelaskan, ""Sebab apa yang telah kuteruskan kepadamu, telah aku terima dari Tuhan"" (ayat 23). Ia mengetahuinya melalui pewahyuan Kristus dan memberikan hakikat makna tentang Perjamuan Kudus. Pertama, perjamuan menjadi peringatan akan karya penyelamatan Kristus. Ia memberikan tubuh dan darah-Nya menjadi korban penebusan. Setiap kali menerima perjamuan kudus, kita mengingat anugerah Allah dalam peristiwa sejarah karya Yesus di masa lalu. ""perbuatlah ini menjadi peringatan akan Aku!"" Kedua, perjamuan kudus menjadi tugas pemberitaan (ayat 26). Kita yang telah menjadi bagian dalam karya keselamatan dalam Kristus diteguhkan dan didorong untuk memberitakannya pada sesama. Perjamuan kudus penuh dengan muatan kasih, yang mengingatkan kita dan mendorong kita untuk meneruskan kasih Allah dalam Yesus Kristus pada semua orang. Ketiga, perjamuan kudus meneguhkan kerinduan untuk menyongsong perjamuan kekal yang Ia sediakan bagi kita (ayat 26b). Jadi Perjamuan Kudus juga memberikan sebuah pengharapan akan sebuah kesempurnaan keselamatan dalam suasana perjamuan surgawi dan persekutuan kekal bersama dengan Allah.",3,Sermon
"Akhirnya perjamuan kudus meletakkan dasar bagi perwujudan komunitas baru, yaitu orang-orang percaya yang saling mengasihi. Seperti Tuhan Yesus yang telah membagikan diri-Nya kepada dunia, dan Ia tidak pernah kehilangan kasih dan kemuliaan-Nya. Demikian pula kita dipanggil untuk hidup berbagi dengan sesama, dan hal itu tidak akan membuat kita berkekurangan. Kematian dan kebangkitan Kristus yang dirayakan dalam perjamuan kudus harus menjadi bagian integral dari hidup kita yang diberitakan kepada semua dengan gaya hidup mengosongkan diri dan berbagi seperti Kristus. Itulah wujud sikap dalam menghormati tubuh dan darah Kristus.",3,Sermon
"Yohanes 13:1-17, 31-35",3,Sermon
"Yesus mengetahui bahwa saat kematian-Nya telah tiba. Pada saat-saat terakhir itulah, Yesus mengungkapkan kasih kepada murid-murid-Nya sepenuhnya. Meskti ia tahu niat jahat Yudas Iskariot yang mengikuti dorongan Iblis untuk mengkhianati-Nya. Yesus menunjukkan bahwa kasih Allah tidak dapat dikalahkan oleh kejahatan manusia. Peristiwa salib mengungkapkan di balik segala derita, bukan berarti Yesus kehilangan kuasa dan kasih-Nya, sebaliknya sebagaimana Ia datang dari Bapa dan kini saatnya kepada Bapa (ayat 1-3).",3,Sermon
"Secara sangat dramatis dan mengejutkan, Yesus menjadi seperti seorang hamba yang membasuh kaki murid-murid-Nya. Dramatis, sebab inilah tanda kasih yang mendalam; pekerjaan seorang budak diambil-Nya. Bahkan para murid belum pernah membasuh kaki Guru mereka, ataupun di antara mereka sendiri. Mengejutkan, hingga reaksi yang muncul adalah pertanyaan bagi Petrus. ""Tuhan, Engkau hendak membasuh kakiku?"" (ayat 6). Dirinya merasa tidak pantas menerima perlakukan Yesus. Tetapi menolak pelayanan Yesus berarti menolak kasih Yesus. Petrus harus belajar karya kasih Tuhan tidak selamanya dapat dipahami, tetapi menerima dengan percaya adalah sikap iman yang benar. Tindakan pembasuhan kaki, yang dipandang rendah dan hina telah dilakukan Yesus justru menjadi gambaran bagaimana Ia akan direndahkan dalam kematian demi keselamatan umat kepunyaan-Nya. Justru dengan jalan inilah memungkinkan bagi kita untuk memperoleh 'bagian di dalam Dia' (ayat 8) dan memperolah 'pembersihan dari dosa (ayat 10), jika kita memberi diri kita dibasuh oleh-Nya.",3,Sermon
